0,0,49334,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18014598541772518,0,,
0,1,49345,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18014598541772518,0,,
0,2,49761,2,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18014598541772518,0,,
2,3,41770,2,0,30000,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,1,3,18014598541772518,0,,
3,4,41761,1,0,30000,0,17,0,0,0,0,10,0,0,0,0,0,0,0,0,1,4,18014598541772518,0,,
3,5,9782,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18014598541772518,0,,
3,6,5291,2,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18014598541772518,0,,
3,7,5825,12,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,18014598541772518,0,,
3,8,19921,6,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,18014598541772518,0,,
3,9,19936,5,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,18014598541772518,0,,
1,25,23168,63,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,18014598541772518,0,,
2,26,4570,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,18014598541772518,0,,
1,27,49238,86,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,18014598541772518,0,,
0,28,49244,210,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,18014598541772518,0,,
1,29,4650,365,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,18014598541772518,0,,
0,30,47733,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,18014598541772518,0,,
3,31,7569,36,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,18014598541772518,0,,
1,32,41759,35,0,30000,0,15,0,0,0,0,10,0,0,0,0,0,0,0,0,1,32,18014598541772518,0,,
0,33,41772,66,0,30000,0,15,0,0,0,0,11,0,0,0,0,0,0,0,0,1,33,18014598541772518,0,,
0,34,41760,36,0,30000,0,16,0,0,0,0,10,0,0,0,0,0,0,0,0,1,34,18014598541772518,0,,
0,0,41773,32,0,30000,0,16,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,18014598541772518,0,,
0,1,41758,86,0,30000,0,14,0,0,0,0,10,0,0,0,0,0,0,0,1,1,1,18014598541772518,0,,
0,2,41771,17,0,30000,0,14,0,0,0,0,11,0,0,0,0,0,0,0,1,1,2,18014598541772518,0,,
0,3,41768,6,0,30000,0,24,0,0,0,0,10,0,0,0,0,0,0,0,1,1,3,18014598541772518,0,,
1,4,41781,5,0,30000,0,24,0,0,0,0,11,0,0,0,0,0,0,0,1,1,4,18014598541772518,0,,
0,5,41769,44,0,30000,0,25,0,0,0,0,10,0,0,0,0,0,0,0,1,1,5,18014598541772518,0,,
1,6,41782,38,0,30000,0,25,0,0,0,0,11,0,0,0,0,0,0,0,1,1,6,18014598541772518,0,,
0,7,41774,3,0,30000,0,17,0,0,0,0,11,0,0,0,0,0,0,0,1,1,7,18014598541772518,0,,
2,8,7671,22,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,18014598541772518,0,,
0,9,21800,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,18014598541772518,0,,
